Kevin,Person,Date,Sport,Legs,#VALUE!,End,#VALUE!,#VALUE!,#VALUE!,Barstool Boost,#VALUE!,#VALUE!,#VALUE!,#VALUE!,Kevin,No,Barstool,Self,Help,Help,,Blank,Box Score,Help,Kevin
Kevin,Person,Date,Sport,Legs,Wager,End,Payout,Description,Notes,Boost,Before,After,To Win,To Profit,Influence,Live,Sportsbook,Venmo,Sponsor,Cash Back?,,,,,
968,Kevin,3/26/2022,NCAAB,1,$600.00,L,-$600.00,Houston ML (Houston vs Villanova),Houston ML (Houston vs Villanova),None,-152,-152,$994.74,$394.74,KellyInVegas,No,Fan Duel,Self,,,,,,,
969,Kevin,3/26/2022,NCAAB,2,$50.00,L,-$50.00,CBB Super Boost - Both Houston and Duke to Win (Must Play 3/26),CBB Super Boost - Both Houston and Duke to Win (Must Play 3/26),FD Boost,160,200,$150.00,$100.00,Kevin,No,Fan Duel,Self,,,,,,,
970,Kevin,3/26/2022,NCAAB,1,$112.00,L,-$112.00,Houston ML (Houston vs Villanova),Houston ML (Houston vs Villanova),None,-152,-152,$185.68,$73.68,KellyInVegas,No,Fan Duel,Self,,,,,,,
971,Kevin,3/26/2022,NCAAB,1,"$1,000.00",CASHED OUT,$0.00,Villanova ML (Houston vs Villanova),Villanova ML (Houston vs Villanova),None,130,130,"$2,300.00","$1,300.00",MarkInPhilly,No,DK,Self,,,,,,,
972,Kevin,3/26/2022,NHL,1,"$1,500.00",W,"$1,428.57",Over 6.5 Total Goals (New Jersey Devils @ Washington Capitals),Over 6.5 Total Goals (New Jersey Devils @ Washington Capitals),None,-105,-105,"$2,928.57","$1,428.57",Mr. Ice,No,DK,Self,,,,,,,
973,Kevin,3/26/2022,NHL,1,$500.00,L,-$500.00,Dallas Stars ML (Vancouver Canucks @ Dallas Stars),Dallas Stars ML (Vancouver Canucks @ Dallas Stars),None,-140,-140,$857.14,$357.14,Murley,No,DK,Self,,,,,,,
974,Kevin,3/26/2022,NCAAB,1,$300.00,W,$272.72,Duke -4 (Arkansas vs Duke),Duke -4 (Arkansas vs Duke),None,-110,-110,$572.72,$272.72,Tom Fornelli,No,DK,Self,,,,,,,
975,Kevin,3/26/2022,NCAAB,1,$500.00,L,-$500.00,Duke -10.5 (Arkansas vs Duke),Duke -10.5 (Arkansas vs Duke),None,-110,-110,$954.54,$454.54,Kevin,Yes,DK,Self,,,Halftime. Bad Beat,,,,
976,Kevin,3/26/2022,NHL,1,"$1,000.00",L,"-$1,000.00",Over 5.5 Total Goals (Anaheim Ducks @ San Jose Sharks),Over 5.5 Total Goals (Anaheim Ducks @ San Jose Sharks),None,-120,-120,"$1,833.33",$833.33,Kevin,No,DK,Self,,,,,,,
977,Kevin,3/26/2022,NCAAB,1,$10.00,W,$10.00,"The Big 3 - No - THE BIG 3'S PICKS TO GO OVER .500 ON 3/26 (3 PICKS): HOUSTON -1.5, ARKANSAS +4.5, AND UNDER 147.5 IN ARKANSAS VS. DUKE","The Big 3 - No - THE BIG 3'S PICKS TO GO OVER .500 ON 3/26 (3 PICKS): HOUSTON -1.5, ARKANSAS +4.5, AND UNDER 147.5 IN ARKANSAS VS. DUKE",None,100,100,$20.00,$10.00,Kevin,No,Barstool,Self,,,,,,,
978,Kevin,3/26/2022,NCAAB,1,"$2,000.00",L,"-$2,000.00",Over 127 Total Points (Houston vs Villanova),Over 127 Total Points (Houston vs Villanova),None,-110,-110,"$3,820.00","$1,820.00",Kevin,No,Barstool,Self,,,,,,,
979,Kevin,3/26/2022,NCAAB,1,$33.00,W,$42.24,Villanova ML (Houston vs Villanova),Villanova ML (Houston vs Villanova),None,128,128,$75.24,$42.24,Kevin,No,Barstool,Self,,,,,,,
980,Kevin,3/26/2022,NBA,1,"$2,000.00",W,"$2,000.00",Davion Mitchell - Over 19.5 Player Points (Sacramento Kings @ Orlando Magic),Davion Mitchell - Over 19.5 Player Points (Sacramento Kings @ Orlando Magic),None,100,100,"$4,000.00","$2,000.00",Steven Cheah,No,Barstool,Self,,,,,,,
981,Kevin,3/26/2022,NCAAB,1,$600.00,W,$540.00,Duke -4 (Arkansas vs Duke),Duke -4 (Arkansas vs Duke),None,-112,-112,"$1,140.00",$540.00,Tom Fornelli,No,Barstool,Self,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,
983,Kevin,3/27/2022,NCAAB,2,$50.00,W,$45.45,CBB Super Boost - Kansas to Win and Kansas to Score 70+ Points vs. Miami (3/27),CBB Super Boost - Kansas to Win and Kansas to Score 70+ Points vs. Miami (3/27),FD Boost,-170,-110,$95.45,$45.45,Kevin,No,Fan Duel,Self,,,,,,,
984,Kevin,3/27/2022,Soccer,2,$50.00,W,$90.00,"USA To Win & 3 Or More Total Goals Scored (Vs. Panama, 3/27)","USA To Win & 3 Or More Total Goals Scored (Vs. Panama, 3/27)",FD Boost,125,180,$140.00,$90.00,Kevin,No,Fan Duel,Self,,,,,,,
985,Kevin,3/27/2022,NHL,1,$909.10,PUSH,$0.00,Over 7 Total Goals (Florida Panthers @ Toronto Maple Leafs),Over 7 Total Goals (Florida Panthers @ Toronto Maple Leafs),None,110,110,"$1,909.11","$1,000.01",Mr. Ice,No,Fan Duel,Self,,,Lucky. ENG with 0.8 seconds left,,,,
986,Kevin,3/27/2022,NHL,1,$365.00,W,$250.00,Over 6.5 Total Goals (Florida Panthers @ Toronto Maple Leafs),Over 6.5 Total Goals (Florida Panthers @ Toronto Maple Leafs),None,-146,-146,$615.00,$250.00,Mr. Ice,No,Fan Duel,Self,,,Lucky. ENG with 0.8 seconds left,,,,
987,Kevin,3/27/2022,NCAAB,1,$937.00,L,-$937.00,Over 128.5 Total Points (Saint Peter's vs North Carolina),Over 128.5 Total Points (Saint Peter's vs North Carolina),None,-106,-106,"$1,820.96",$883.96,Kevin,No,Fan Duel,Self,,,halftime,,,,
988,Kevin,3/27/2022,NHL,1,"$1,000.00",CASHED OUT,-$618.72,Over 5.5 Total Goals (Tampa Bay Lightning @ New York Islanders),Over 5.5 Total Goals (Tampa Bay Lightning @ New York Islanders),None,100,100,"$2,000.00","$1,000.00",Kevin,No,DK,Self,,,"Cashed out with 12:56 to go, score is 2-1",,,,
989,Kevin,3/27/2022,NBA,1,"$1,000.00",W,$800.00,Jalen Wilson - Over 7.5 Player Rebounds (Miami @ Kansas),Jalen Wilson - Over 7.5 Player Rebounds (Miami @ Kansas),None,-125,-125,"$1,800.00",$800.00,Steven Cheah,No,DK,Self,,,,,,,
990,Kevin,3/27/2022,NCAAB,1,"$1,000.00",L,"-$1,000.00",North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),None,-190,-190,"$1,526.31",$526.31,PANIC PRESS,Yes,DK,Self,,,1202 left 2nd hafl,,,,
991,Kevin,3/27/2022,NCAAB,1,"$1,000.00",L,"-$1,000.00",North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),None,140,140,"$2,400.00","$1,400.00",PANIC PRESS,Yes,DK,Self,,,1008 left 2nd half,,,,
992,Kevin,3/27/2022,NCAAB,1,$200.00,L,-$200.00,North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),North Carolina - Next Team to Score FG (Saint Peter's vs North Carolina),None,125,125,$450.00,$250.00,PANIC PRESS,Yes,DK,Self,,,839 left 2nd half,,,,
993,Kevin,3/27/2022,NCAAB,1,$10.00,W,$5.90,"The Big 3 - No - THE BIG 3'S PICKS TO GO OVER .500 ON 3/27 (3 PICKS): KANSAS -5.5, MIAMI/KANSAS OVER 147.5, AND ST. PETER'S +8.5","The Big 3 - No - THE BIG 3'S PICKS TO GO OVER .500 ON 3/27 (3 PICKS): KANSAS -5.5, MIAMI/KANSAS OVER 147.5, AND ST. PETER'S +8.5",None,-175,-175,$15.90,$5.90,Kevin,No,Barstool,Self,,,,,,,
994,Kevin,3/27/2022,NCAAB,1,"$2,000.00",L,"-$2,000.00",Over 137 Total Points (Saint Peter's vs North Carolina),Over 137 Total Points (Saint Peter's vs North Carolina),None,-109,-109,"$3,840.00","$1,840.00",Kevin,No,Barstool,Self,,,,,,,
995,Kevin,3/27/2022,NCAAB,1,"$2,000.00",W,"$1,820.00",Kansas -5.5 (Miami vs Kansas),Kansas -5.5 (Miami vs Kansas),None,-110,-110,"$3,820.00","$1,820.00",Kevin,No,Barstool,Self,,,Fade Mark in Philly (although he is RED hot),,,,
996,Kevin,3/27/2022,NCAAB,1,"$1,265.00",W,"$1,366.20",Kansas ML (Miami vs Kansas),Kansas ML (Miami vs Kansas),None,108,108,"$2,631.20","$1,366.20",PANIC PRESS,Yes,Barstool,Self,,,"halftime, in chillys booth",,,,
997,Kevin,3/27/2022,NCAAB,1,"$4,500.00",W,"$4,275.00",Under 119 Total Points (Saint Peter's vs North Carolina),Under 119 Total Points (Saint Peter's vs North Carolina),None,-106,-106,"$8,775.00","$4,275.00",PANIC PRESS,Yes,Barstool,Self,,,"about 5-6 minutes to go, score was like 39-59 at the timeout",,,,
998,Kevin,3/27/2022,NCAAB,1,"$1,925.00",W,"$1,867.25",Under 119 Total Points (Saint Peter's vs North Carolina),Under 119 Total Points (Saint Peter's vs North Carolina),None,-104,-104,"$3,792.25","$1,867.25",PANIC PRESS,Yes,Barstool,Self,,,"about 5-6 minutes to go, score was like 39-59 at the timeout",,,,
999,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Kevin,3/28/2022,NBA,1,$100.00,L,-$100.00,Boston Celtics ML (Boston Celtics @ Toronto Raptors),Boston Celtics ML (Boston Celtics @ Toronto Raptors),None,168,168,$268.00,$84.00,Kevin,No,Fan Duel,Self,,,,,,,
1001,Kevin,3/28/2022,NBA,1,$100.00,L,-$100.00,Charlotte Hornets ML (Denver Nuggets @ Charlotte Hornets),Charlotte Hornets ML (Denver Nuggets @ Charlotte Hornets),None,146,146,$246.00,$73.00,Kevin,No,Fan Duel,Self,,,,,,,
1002,Kevin,3/28/2022,NBA,2,$50.00,W,$62.50,DeMar DeRozan and Zach LaVine to Each Score 20+ Points v Knicks (3/28),DeMar DeRozan and Zach LaVine to Each Score 20+ Points v Knicks (3/28),FD Boost,-120,125,$112.50,$62.50,Kevin,No,Fan Duel,Self,,,,,,,
1003,Kevin,3/28/2022,NHL,1,$50.00,L,-$50.00,"Either Connor McDavid or Leon Draisaitl to Score 2+ Goals (v Arizona, 3/28)","Either Connor McDavid or Leon Draisaitl to Score 2+ Goals (v Arizona, 3/28)",FD Boost,150,200,$150.00,$100.00,Kevin,No,Fan Duel,Self,,,,,,,
1004,Kevin,3/28/2022,NBA,1,$500.00,L,-$500.00,Sacramento Kings - Over 101.5 Team Total Points (Sacramento Kings @ Miami Heat),Sacramento Kings - Over 101.5 Team Total Points (Sacramento Kings @ Miami Heat),None,-108,-108,$962.96,$462.96,Kevin,No,Fan Duel,Self,,,,,,,
1005,Kevin,3/28/2022,NHL,1,$500.00,W,$500.00,Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),None,100,100,"$1,000.00",$500.00,Kevin,No,DK,Self,,,,,,,
1006,Kevin,3/28/2022,NBA,1,$400.00,L,-$400.00,Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),None,100,100,$800.00,$400.00,Steven Cheah,No,DK,Self,,,,,,,
1007,Kevin,3/28/2022,NBA,1,$360.00,L,-$360.00,Sacramento Kings - Over 101.5 Team Total Points (Sacramento Kings @ Miami Heat),Sacramento Kings - Over 101.5 Team Total Points (Sacramento Kings @ Miami Heat),None,-104,-104,$706.15,$346.15,Kevin,No,DK,Self,,,,,,,
1008,Kevin,3/28/2022,NBA,1,$100.00,W,$145.00,New York Knicks ML (Chicago Bulls @ New York Knicks),New York Knicks ML (Chicago Bulls @ New York Knicks),None,145,145,$245.00,$145.00,Kevin,No,DK,Self,,,,,,,
1009,Kevin,3/28/2022,NBA,1,$100.00,CASHED OUT,$0.00,Boston Celtics ML (Boston Celtics @ Toronto Raptors),Boston Celtics ML (Boston Celtics @ Toronto Raptors),None,165,165,$265.00,$165.00,Kevin,No,DK,Self,,,,,,,
1010,Kevin,3/28/2022,NBA,1,$100.00,L,-$100.00,Houston Rockets ML (San Antonio Spurs @ Houston Rockets),Houston Rockets ML (San Antonio Spurs @ Houston Rockets),None,260,260,$360.00,$260.00,Kevin,No,DK,Self,,,,,,,
1011,Kevin,3/28/2022,NHL,1,$750.00,W,$681.81,Over 6 Total Goals (Buffalo Sabres @ Chicago Blackhawks),Over 6 Total Goals (Buffalo Sabres @ Chicago Blackhawks),None,-110,-110,"$1,431.81",$681.81,Mr. Ice,No,DK,Self,,,,,,,
1012,Kevin,3/28/2022,NHL,1,$10.00,W,$10.00,Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),Free Bet,100,100,$20.00,$10.00,Kevin,No,DK,Self,,,,,,,
1013,Kevin,3/28/2022,NHL,1,$248.00,W,$248.00,Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),Over 6 Total Goals (Seattle Kraken @ Los Angeles Kings),None,100,100,$496.00,$248.00,Kevin,No,DK,Self,,,,,,,
1014,Kevin,3/28/2022,NHL,5,$168.14,W,$378.32,"5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): CAR HURRICANES VS. WAS CAPITALS, VAN CANUCKS VS. STL BLUES, BUF SABRES VS. CHI BLACKHAWKS, ARI COYOTES VS. EDM OILERS, AND SEA KRAKEN VS. LA KINGS","Spittin' Chiclets 5 for 5 - Back Chiclets: Yes - 5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): CAR HURRICANES VS. WAS CAPITALS, VAN CANUCKS VS. STL BLUES, BUF SABRES VS. CHI BLACKHAWKS, ARI COYOTES VS. EDM OILERS, AND SEA KRAKEN VS. LA KINGS (BOOSTED FROM +185) (3/28)",Barstool Boost,185,225,$546.46,$378.32,Kevin,No,Barstool,Self,,,,,,,
1015,Kevin,3/28/2022,NBA,1,$400.00,L,-$400.00,Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),None,-106,-106,$780.00,$380.00,Steven Cheah,No,Barstool,Self,,,,,,,
1016,Kevin,3/28/2022,NBA,1,$200.00,L,-$200.00,Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),Desmond Bane - Over 3.5 Player Assists (Golden State Warriors @ Memphis Grizzlies),None,-106,-106,$390.00,$190.00,Steven Cheah,No,Barstool,Self,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Kevin,3/29/2022,NBA,1,$275.90,W,$239.91,Joel Embiid - Over 11.5 Player Rebounds (Milwaukee Bucks @ Philadelphia 76ers),Joel Embiid - Over 11.5 Player Rebounds (Milwaukee Bucks @ Philadelphia 76ers),None,-115,-115,$515.81,$239.91,Steven Cheah,No,Fan Duel,Self,,,,,,,
1019,Kevin,3/29/2022,NBA,3,$50.00,W,$75.00,"NBA Super Boost - Joel Embiid, Giannis Antetokounmpo & Luka Doncic to Each Score 25+ Points (3/29)","NBA Super Boost - Joel Embiid, Giannis Antetokounmpo & Luka Doncic to Each Score 25+ Points (3/29)",FD Boost,100,150,$125.00,$75.00,Kevin,No,Fan Duel,Self,,,,,,,
1020,Kevin,3/29/2022,NHL,1,$245.10,L,-$245.10,Over 6.5 Total Goals (Philadelphia Flyers @ Minnesota Wild),Over 6.5 Total Goals (Philadelphia Flyers @ Minnesota Wild),None,102,102,$495.10,$250.00,Mr. Ice,No,Fan Duel,Self,,,,,,,
1021,Kevin,3/29/2022,NHL,1,$520.00,L,-$520.00,Over 6.5 Total Goals (Philadelphia Flyers @ Minnesota Wild),Over 6.5 Total Goals (Philadelphia Flyers @ Minnesota Wild),None,100,100,"$1,040.00",$520.00,Mr. Ice,No,Fan Duel,Self,,,,,,,
1022,Kevin,3/29/2022,NBA,4,$25.00,L,-$25.00,4 leg NBA SGP (Chicago Bulls @ Washington Wizards),"4 leg NBA SGP (Chicago Bulls @ Washington Wizards). Corey Kispert - Over 11.5 Player Points -102, Chicago Bulls ML -168, Over 215.5 Total Points -200, Ayo Donunmu - Over 9.5 Player Points -128. Combined +609, no boost",None,609,609,$177.36,$152.36,Kevin,No,Fan Duel,Self,,,,,,,
1023,Kevin,3/29/2022,NHL,1,$100.00,L,-$100.00,Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),None,-118,-118,$184.75,$84.75,Kevin,No,Fan Duel,Self,,,,,,,
1024,Kevin,3/29/2022,NHL,1,$420.00,L,-$420.00,Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),None,-210,-210,$620.00,$200.00,Kevin,Yes,Fan Duel,Self,,5:45ish to go,,,,,
1025,Kevin,3/29/2022,NHL,1,$100.00,L,-$100.00,Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),None,-188,-188,$153.19,$53.19,Kevin,Yes,Fan Duel,Self,,4:59 to go,,,,,
1026,Kevin,3/29/2022,NHL,1,$150.99,W,$286.88,Giannis Antetokounmpo & Joel Embiid to combine for 90+ points/rebounds (3/29),MVP Push: Giannis Antetokounmpo & Joel Embiid to combine for 90+ points/rebounds (3/29),DK Boost,170,190,$437.87,$286.88,Kevin,No,DK,Self,,,,,,,
1027,Kevin,3/29/2022,NHL,1,$100.00,L,-$100.00,Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),None,-120,-120,$183.33,$83.33,Kevin,No,DK,Self,,,,,,,
1028,Kevin,3/29/2022,NBA,1,"$2,000.00",W,$180.00,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,None,-1115,-1115,"$2,180.00",$180.00,Kevin,No,Barstool,Self,,,,,,,
1029,Kevin,3/29/2022,NBA,1,"$2,000.00",W,$180.00,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,None,-1115,-1115,"$2,180.00",$180.00,Kevin,No,Barstool,Self,,,,,,,
1030,Kevin,3/29/2022,NBA,1,"$2,000.00",W,"$1,780.00",Joel Embiid - Over 11.5 Player Rebounds (Milwaukee Bucks @ Philadelphia 76ers),Joel Embiid - Over 11.5 Player Rebounds (Milwaukee Bucks @ Philadelphia 76ers),None,-113,-113,"$3,780.00","$1,780.00",Steven Cheah,No,Barstool,Self,,,,,,,
1031,Kevin,3/29/2022,NHL,1,"$1,000.00",L,"-$1,000.00",Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),Over 5.5 Total Goals (Dallas Stars @ Anaheim Ducks),None,-315,-315,"$1,320.00",$320.00,Kevin,Yes,Barstool,Self,,9:00ish to go,,,,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Kevin,3/30/2022,NBA,1,$590.00,W,$500.00,"Miles Bridges - Over 29.5 Player Combined Points, Rebounds, Assists (Charlotte Hornets @ New York Knicks @ Charlotte Hornets)","Miles Bridges - Over 29.5 Player Combined Points, Rebounds, Assists (Charlotte Hornets @ New York Knicks @ Charlotte Hornets)",None,-118,-118,"$1,090.00",$500.00,Steven Cheah,No,Fan Duel,Self,,,,,,,
1034,Kevin,3/30/2022,NHL,1,$50.00,W,$45.50,Over 0.5 Total Goals - First 10 Minutes (New York Rangers @ Detroit Red Wings),Over 0.5 Total Goals - First 10 Minutes (New York Rangers @ Detroit Red Wings),DK Special Promo,-195,-110,$95.50,$45.50,Kevin,No,DK,Self,,,,,,,
1035,Kevin,3/30/2022,NBA,1,"$2,000.00",W,"$1,818.18","Miles Bridges - Over 30.5 Player Combined Points, Rebounds, Assists (Charlotte Hornets @ New York Knicks @ Charlotte Hornets)","Miles Bridges - Over 30.5 Player Combined Points, Rebounds, Assists (Charlotte Hornets @ New York Knicks @ Charlotte Hornets)",None,-110,-110,"$3,818.18","$1,818.18",Steven Cheah,No,DK,Self,,,,,,,
1036,Kevin,3/30/2022,NBA,1,"$2,000.00",W,"$1,666.66",CJ McCollum - Over 21.5 Player Points (New Orleans Pelicans @ Portland Trail Blazers),CJ McCollum - Over 21.5 Player Points (New Orleans Pelicans @ Portland Trail Blazers),None,-120,-120,"$3,666.66","$1,666.66",Steven Cheah,No,DK,Self,,,,,,,
1037,Kevin,3/30/2022,NHL,1,"$5,000.00",L,"-$5,000.00",Over 6 Total Goals (Vegas Golden Knights @ Seattle Kraken),Over 6 Total Goals (Vegas Golden Knights @ Seattle Kraken),None,-121,-121,"$9,150.00","$4,150.00",Mr. Ice,No,Barstool,Self,,,,,,,
1038,Kevin,3/30/2022,NBA,3,$169.98,L,-$169.98,"LUKA DONČIĆ, JAYSON TATUM, AND DEVIN BOOKER ALL TO SCORE 25+ POINTS ON 3/30","The GPS - Back Marty: Yes - LUKA DONČIĆ, JAYSON TATUM, AND DEVIN BOOKER ALL TO SCORE 25+ POINTS ON 3/30 (BOOSTED FROM +145)",Barstool Boost,145,180,$475.94,$305.96,Kevin,No,Barstool,Self,,,,,,,
1039,Kevin,3/30/2022,NHL,1,"$1,990.00",L,"-$1,990.00",Over 6 Total Goals (Vegas Golden Knights @ Seattle Kraken),Over 6 Total Goals (Vegas Golden Knights @ Seattle Kraken),None,-121,-121,"$3,641.70","$1,651.70",Kevin,No,Barstool,Self,,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Kevin,3/31/2022,NBA,1,$10.00,L,-$10.00,4 leg NBA SGP (Milwaukee Bucks @ Brooklyn Nets),"4 leg NBA SGP (Milwaukee Bucks @ Brooklyn Nets). Milwaukee Bucks ML +112, Khris Middleton - Under 21.5 Player Points -110, Giannis Antetokounmpo - 25+ Player Points -770, Jrue Holiday - Over 13.5 Player Points -580. Combined +410, no boost",None,410,410,$51.02,$41.02,Kevin,No,Fan Duel,Self,,,,,,,
1042,Kevin,3/31/2022,NHL,1,$701.00,L,-$701.80,Over 5.5 Total Goals (Chicago Blackhawks @ Florida Panthers),Over 7 Total Goals (Chicago Blackhawks @ Florida Panthers),None,114,114,"$1,501.85",$800.85,Kevin,Yes,Fan Duel,Self,511 left in 1st,,,,,,
1043,Kevin,3/31/2022,NBA,1,$212.00,L,-$212.00,Kevin Durant - Over 7.5 Player Rebounds (Milwaukee Bucks @ Brooklyn Nets),Kevin Durant - Over 7.5 Player Rebounds (Milwaukee Bucks @ Brooklyn Nets),None,-106,-106,$412.00,$200.00,Kevin,Yes,Fan Duel,Self,229 left in 1st,,,,,,
1044,Kevin,3/31/2022,NBA,1,"$2,000.00",L,"-$2,000.00",Over 7 Total Goals (Chicago Blackhawks @ Florida Panthers),Over 7 Total Goals (Chicago Blackhawks @ Florida Panthers),None,110,110,"$4,200.00","$2,200.00",Mr. Ice,No,DK,Self,,,,,,,
1045,Kevin,3/31/2022,NBA,1,"$2,000.00",L,"-$2,000.00",Kevin Durant - Over 7.5 Player Rebounds (Milwaukee Bucks @ Brooklyn Nets),Kevin Durant - Over 7.5 Player Rebounds (Milwaukee Bucks @ Brooklyn Nets),None,105,105,"$4,100.00","$2,100.00",Steven Cheah,No,Barstool,Self,,,,,,,
1046,Kevin,3/31/2022,NBA,3,$170.78,W,$222.01,"GIANNIS ANTETOKOUNMPO, KEVIN DURANT, AND TRAE YOUNG ALL TO SCORE 25+ POINTS ON 3/31","The GPS - Back Marty: Yes - GIANNIS ANTETOKOUNMPO, KEVIN DURANT, AND TRAE YOUNG ALL TO SCORE 25+ POINTS ON 3/31 (BOOSTED FROM +100)",Barstool Boost,100,130,$392.79,$222.01,Kevin,No,Barstool,Self,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Kevin,4/1/2022,NHL,1,$198.00,W,$172.17,Over 6 Total Goals (Nashville Predators @ Buffalo Sabres),Over 6 Total Goals (Nashville Predators @ Buffalo Sabres),None,-115,-115,$370.17,$172.17,Mr. Ice,No,Fan Duel,Self,,,,,,,
1049,Kevin,4/1/2022,NBA,1,$400.00,W,$408.00,New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),None,102,102,$808.00,$408.00,Kevin,No,Fan Duel,Self,,,,,,,
1050,Kevin,4/1/2022,NBA,1,$55.00,W,$140.25,Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),April Fools: Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),DK Boost,215,255,$195.25,$140.25,Kevin,No,DK,Self,,,,,,,
1051,Kevin,4/1/2022,NBA,1,$90.00,W,$229.50,Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),April Fools: Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),DK Boost,215,255,$319.50,$229.50,Kevin,No,DK,Self,,,,,,,
1052,Kevin,4/1/2022,NBA,1,$5.00,W,$12.75,Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),April Fools: Nikola Jokic to record 55+ combined Points/Rebounds/Assists (4/1),DK Boost,215,255,$17.75,$12.75,Kevin,No,DK,Self,,,,,,,
1053,Kevin,4/1/2022,NHL,1,"$1,000.00",W,$850.00,Over 6 Total Goals (Nashville Predators @ Buffalo Sabres),Over 6 Total Goals (Nashville Predators @ Buffalo Sabres),None,-118,-118,"$1,850.00",$850.00,Mr. Ice,No,Barstool,Self,,,,,,,
1054,Kevin,4/1/2022,NBA,1,"$1,000.00",W,$840.00,Deandre Ayton - Over 10.5 Player Rebounds (Phoenix Suns @ Memphis Grizzlies),Deandre Ayton - Over 10.5 Player Rebounds (Phoenix Suns @ Memphis Grizzlies),None,-120,-120,"$1,840.00",$840.00,StevenCheah,No,Barstool,Self,,,,,,,
1055,Kevin,4/1/2022,NBA,1,$400.00,W,$352.00,New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),None,-114,-114,$752.00,$352.00,Kevin,Yes,Barstool,Self,,,First quarter,,,,
1056,Kevin,4/1/2022,NBA,1,$600.00,W,$696.00,New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),New Orleans Pelicans ML (New Orleans @ Los Angeles Lakers),None,116,116,"$1,296.00",$696.00,Kevin,Yes,Barstool,Self,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Kevin,4/2/2022,NCAAB,2,$50.00,W,$50.00,PMI Super Boost - Duke and North Carolina to Each Score 68+ Total Team Points (4/2),PMI Super Boost - Duke and North Carolina to Each Score 68+ Total Team Points (4/2),FD Boost,-185,100,$100.00,$50.00,Kevin,No,Fan Duel,Self,,,,,,,
1059,Kevin,4/2/2022,NCAAB,1,$50.00,L,-$50.00,Duke v UNC: 2 or More 3 Point FGs Made in the First 3 Minutes (20:00 - 17:01),Duke v UNC: 2 or More 3 Point FGs Made in the First 3 Minutes (20:00 - 17:01),FD Boost,185,250,$175.00,$125.00,Kevin,No,Fan Duel,Self,,,,,,,
1060,Kevin,4/2/2022,NCAAB,1,$500.00,L,-$500.00,Jermaine Samuels - Over 7.5 Player Rebounds (Villanova vs Kansas),Jermaine Samuels - Over 7.5 Player Rebounds (Villanova vs Kansas),None,-120,-120,$916.67,$416.67,Steven Cheah,No,Fan Duel,Self,,,,,,,
